"code UAI";"n° SIRET";"type d'établissement";nom;sigle;statut;tutelle;université;"boîte postale";adresse;CP;commune;"commune (COG)";cedex;téléphone;arrondissement;département;académie;région;"région (COG)";"longitude (X)";"latitude (Y)";"début portes ouvertes";"fin portes ouvertes";"commentaires portes ouvertes";"lien site onisep.fr"
0383230E;26380026000014;"Ecole de santé";"Institut de formation d'aides-soignants - centre hospitalier St Marcellin";IFAS;Public;"Ministère des affaires sociales et de la santé";;"BP 08";"1 avenue Félix Faure";38161;Saint-Marcellin;38416;Cedex;"04 57 82 80 04";;Isère;Grenoble;Auvergne-Rhône-Alpes;84;5.321861;45.153042;;;;www.onisep.fr/http/redirection/etablissement/identifiant/15879
0141689K;;"Ecole de santé";"Institut de formation en soins infirmiers et aides soignants";IFSI-IFAS;Public;"Ministère des affaires sociales et de la santé";;"CS 97223";"CH Robert Bisson  4 rue Roger Aini";14107;Lisieux;14366;Cedex;"02 31 61 33 79";;Calvados;Caen;Normandie;28;0.2325382;49.1458996;;;;www.onisep.fr/http/redirection/etablissement/identifiant/15926
0931808K;;"Ecole de santé";"Institut de formation en soins infirmiers -hôpital Jean Verdier (AP)";IFSI;Public;"Ministère des affaires sociales et de la santé";;;"2 rue Arthus-Groussier";93140;Bondy;93010;;"01 48 02 65 88";;Seine-Saint-Denis;Créteil;Ile-de-France;11;2.486436;48.909274;;;;www.onisep.fr/http/redirection/etablissement/identifiant/16014
0762641H;;"Ecole de santé";"Institut des Formations Paramédicales Mary Thieullent";IFP;Public;"Ministère des affaires sociales et de la santé";;;"28 rue Foubert";76600;"Le Havre";76351;;"02 32 73 38 30";;Seine-Maritime;Rouen;Normandie;28;0.1005792;49.4977902;;;;www.onisep.fr/http/redirection/etablissement/identifiant/16108
0762638E;;"Ecole de santé";"IFSI du centre hospitalier de Dieppe";IFSI;Public;"Ministère des affaires sociales et de la santé";;"BP 219";"Avenue Pasteur";76202;Dieppe;76217;Cedex;"02 32 14 75 23";;Seine-Maritime;Rouen;Normandie;28;1.0786014;49.9206679;;;;www.onisep.fr/http/redirection/etablissement/identifiant/16113
0572589E;;"Ecole de santé";"Institut de formation en soins infirmiers de la Croix-Rouge française";IFSI;"Privé sous contrat";"Ministère des affaires sociales et de la santé";;;"14 rue Général Lapasset";57070;Metz;57463;;"03 87 75 60 20";;Moselle;Nancy-Metz;Grand-Est;44;6.2072511;49.1123382;;;;www.onisep.fr/http/redirection/etablissement/identifiant/16126
0692525V;;"Ecole de santé";"IRFSS Auvergne-Rhône-Alpes - Croix- Rouge - site de Lyon";IRFSS;"Privé sous contrat";"Ministère des affaires sociales et de la santé";;;"115 avenue Lacassagne";69003;Lyon;69383;;"04 72 11 55 60";03;Rhône;Lyon;Auvergne-Rhône-Alpes;84;4.8766955999999;45.7493665;09/12/2017;09/12/2017;"et 27/01/2018";www.onisep.fr/http/redirection/etablissement/identifiant/16233
0932324W;;"Ecole de santé";"Institut de formation en soins infirmiers de l'EPS de Ville-Evrard";CEFEP;Public;"Ministère des affaires sociales et de la santé";;;"202 avenue Jean Jaurès";93332;Neuilly-sur-Marne;93050;Cedex;"01 43 09 31 96 / 27";;Seine-Saint-Denis;Créteil;Ile-de-France;11;2.553058;48.864499;;;;www.onisep.fr/http/redirection/etablissement/identifiant/16287
0341549Z;;"Ecole de santé";"Institut de formation de l'hospitalisation privée - site de Castelnau-le-lez";"IFSI IFAS";"Privé sous contrat";"Ministère des affaires sociales et de la santé";;;"288 rue Hélène Boucher";34174;Castelnau-le-Lez;34057;;"04 67 13 89 35";;Hérault;Montpellier;Occitanie;76;3.9399887;43.5875632;;;;www.onisep.fr/http/redirection/etablissement/identifiant/16542
0470747G;;"Ecole de santé";"Institut de formations sanitaires";"IFSI IFAS IFAP";Public;"Ministère des affaires sociales et de la santé";;;"Route de Villeneuve";47923;Agen;47001;"Cedex 9";"05 53 69 70 20";;Lot-et-Garonne;Bordeaux;Nouvelle-Aquitaine;75;0.7979105;44.3979886;;;;www.onisep.fr/http/redirection/etablissement/identifiant/16719
0861167B;;"Ecole de santé";"Institut de formation en masso-kinésithérapie - CHU de Poitiers";IFMK;Public;"Ministère des affaires sociales et de la santé";;"CS 90577";"2 rue de la Milétrie";86021;Poitiers;86194;Cedex;"05 49 44 44 31";;Vienne;Poitiers;Nouvelle-Aquitaine;75;0.3770474;46.5601504;03/03/2018;03/03/2018;"de 9h30 à 16h30 (en association avec la faculté de médecine et de pharmacie de l'Université de Poitiers)";www.onisep.fr/http/redirection/etablissement/identifiant/16835
0801773T;;"Ecole de santé";"Institut de formation d'ambulanciers";IFA;Public;"Ministère des affaires sociales et de la santé";;;"Place Victor Pauchet";80054;Amiens;80021;"Cedex 01";"03 22 66 81 12";;Somme;Amiens;Hauts-de-France;32;2.2901341;49.9071046;;;;www.onisep.fr/http/redirection/etablissement/identifiant/16896
0630108A;;"Ecole de santé";"Ecole de sages-femmes du CHU";;Public;"Ministère des affaires sociales et de la santé";"Université Clermont Auvergne";"BP 38";"28 place Henri Dunant";63001;Clermont-Ferrand;63113;"Cedex 01";"04 73 75 03 15";;Puy-de-Dôme;Clermont-Ferrand;Auvergne-Rhône-Alpes;84;1.162491;49.937522;;;;www.onisep.fr/http/redirection/etablissement/identifiant/17124
0341123L;43885681700038;"Ecole de santé";"Ecole technique privée de coiffure La Coquille";;"Privé hors contrat";;;;"Route de Boujan";34500;Béziers;34032;;"04 67 28 70 19";;Hérault;Montpellier;Occitanie;76;3.2315349;43.3663036;;;;www.onisep.fr/http/redirection/etablissement/identifiant/17204
0752124B;65201188300020;"Ecole de santé";"Ecole privée internationale d'esthétique et de cosmétologie Françoise Morice";;"Privé hors contrat";;;;"27 rue Vernet";75008;Paris;75108;;"01 56 62 26 26";08;Paris;Paris;Ile-de-France;11;2.297732;48.872105;;;;www.onisep.fr/http/redirection/etablissement/identifiant/17290
9730144U;;"Ecole de santé";"Institut de formation en soins infirmiers";IFSI;Public;"Ministère des affaires sociales et de la santé";;"BP 337";"1 avenue d'Estrées";97300;Cayenne;97302;;"05 94 28 96 42";;Guyane;Guyane;Guyane;3;-52.321733;4.941204;;;;www.onisep.fr/http/redirection/etablissement/identifiant/17326
0480653Z;;"Ecole de santé";"Institut de formation en soins infirmiers - Centre hospitalier";"IFSI IFAS";Public;"Ministère des affaires sociales et de la santé";;;"Avenue du 8 Mai 1945";48001;Mende;48095;;"04 66 49 48 32";;Lozère;Montpellier;Occitanie;76;3.4945314;44.5343784;;;;www.onisep.fr/http/redirection/etablissement/identifiant/17418
0711455W;;"Ecole de santé";"Institut de formation en soins infirmiers - Institut de formation d'aides soignants";"IFSI - IFAS";Public;"Ministère des affaires sociales et de la santé";;;"11 impasse Chervier";71600;Paray-le-Monial;71342;;"03 85 88 43 01 ; 03 85 88 43 61";;Saône-et-Loire;Dijon;Bourgogne-Franche-Comté;27;4.123349;46.4535617;;;;www.onisep.fr/http/redirection/etablissement/identifiant/17643
0161083R;;"Ecole de santé";"Institut de formation d'aides-soignants - CH d'Angoulême";IFAS;Public;"Ministère des affaires sociales et de la santé";;;"85 route de Breuty";16400;"La Couronne";16113;;"05 45 24 25 34";;Charente;Poitiers;Nouvelle-Aquitaine;75;0.12019179999993;45.6190123;27/01/2018;27/01/2018;"de 10h à 16h";www.onisep.fr/http/redirection/etablissement/identifiant/17762
0594899E;;"Ecole de santé";"IFMS- Institut de formation aux métiers de la santé - CH Valenciennes";;Public;"Ministère des affaires sociales et de la santé";;"BP 479";"Avenue Désandrouin";59322;Valenciennes;59606;Cedex;"03 27 14 36 36";;Nord;Lille;Hauts-de-France;32;3.4944077;50.362084;07/02/2018;07/02/2018;"de 9h à 16h";www.onisep.fr/http/redirection/etablissement/identifiant/17867
0595790Y;;"Ecole de santé";"Institut de formation en soins infirmiers Georges Daumezon";"IFSI - IFAS";Public;"Ministère des affaires sociales et de la santé";;;"117 avenue De Lattre de Tassigny";59350;Saint-André-lez-Lille;59527;Cedex;"03 28 37 45 60";;Nord;Lille;Hauts-de-France;32;3.0393109;50.6588028;27/01/2018;27/01/2018;"de 9h à 16h";www.onisep.fr/http/redirection/etablissement/identifiant/18132
9711006S;;"Ecole de santé";"Institut de formation d'ambulancier";IFA;Public;"Ministère des affaires sociales et de la santé";;"BP 465";"CHU Pointe à Pitre / Abymes";97110;Pointe-à-Pitre;97120;97159;"05 90 28 92 50";;Guadeloupe;Guadeloupe;Guadeloupe;1;-61.529998779297;16.236000061035;;;;www.onisep.fr/http/redirection/etablissement/identifiant/18282
0442383B;;"Ecole de santé";"Institut de formation d'aide-soignant du centre hospitalier - Saint-Nazaire";;Public;"Ministère des affaires sociales et de la santé";;"BP 414";"21 chemin des Infirmières";44606;Saint-Nazaire;44184;Cedex;"02 40 70 08 11";;Loire-Atlantique;Nantes;"Pays de la Loire";52;-2.2596298;47.2511153;13/01/2018;13/01/2018;"de 10h à 13h et de 14h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/18376
0941773S;;"Ecole de santé";"Institut de formation en soins infirmiers-hôpital Emile Roux (AP)";IFSI;Public;"Ministère des affaires sociales et de la santé";;;"1 avenue de Verdun";94456;Limeil-Brévannes;94044;Cedex;"01 45 95 80 87";;Val-de-Marne;Créteil;Ile-de-France;11;2.480442;48.749618;;;;www.onisep.fr/http/redirection/etablissement/identifiant/18457
0801776W;;"Ecole de santé";"Institut de formation de techniciens de laboratoire médical- CHU Amiens-Picardie";IFTLM;Public;"Ministère des affaires sociales et de la santé";;"CS 13602";"3 rue des Louvels";80036;Amiens;80021;"Cedex 01";"03 22 08 80 00";;Somme;Amiens;Hauts-de-France;32;2.2901341;49.9071046;;;;www.onisep.fr/http/redirection/etablissement/identifiant/18710
0240999F;;"Ecole de santé";"Institut de formation en soins infirmiers";"IFSI IFAS";Public;"Ministère des affaires sociales et de la santé";;;"80 avenue Georges Pompidou";24019;Périgueux;24322;Cedex;"05 53 45 26 89";;Dordogne;Bordeaux;Nouvelle-Aquitaine;75;0.7256812;45.1913614;;;;www.onisep.fr/http/redirection/etablissement/identifiant/18741
0692987X;;"Ecole de santé";"Institut de formation en soins infirmiers - hôpital Le Vinatier";IFSI;Public;"Ministère des affaires sociales et de la santé";;;"95 boulevard Pinel";69677;Bron;69029;Cedex;"04 37 91 50 29";;Rhône;Lyon;Auvergne-Rhône-Alpes;84;4.891843;45.738368;;;;www.onisep.fr/http/redirection/etablissement/identifiant/18976
0952139J;;"Ecole de santé";"Institut de formation en soins infirmiers de l'hôpital Roger Prévot";IFSI;Public;"Ministère des affaires sociales et de la santé";;;"52 rue de Paris";95570;Moisselles;95409;;"01 39 35 66 39";;Val-d'Oise;Versailles;Ile-de-France;11;2.335521;49.050051;;;;www.onisep.fr/http/redirection/etablissement/identifiant/19142
0301234D;;"Ecole de santé";"Institut de formation en soins infirmiers - Centre hospitalier";"IFSI IFAS";Public;"Ministère des affaires sociales et de la santé";;;"811 avenue du Dr Jean Goubert";30103;Alès;30007;Cedex;"04 66 78 30 31";;Gard;Montpellier;Occitanie;76;4.0954976;44.1446861;;;;www.onisep.fr/http/redirection/etablissement/identifiant/19192
0595254R;;"Ecole de santé";"Institut de formation en soins infirmiers Ambroise Paré";IFSI;"Privé sous contrat";"Ministère des affaires sociales et de la santé";;;"39-41 rue de Paris";59370;Mons-en-Baroeul;59410;;"03 20 06 49 52";;Nord;Lille;Hauts-de-France;32;3.077847;50.6485497;13/12/2018;13/12/2018;"de 14h00 à 18h00";www.onisep.fr/http/redirection/etablissement/identifiant/19290
0010060K;;"Ecole de santé";"Institut de formation en soins infirmiers et Institut de formation d'aides-soignants - Hôpital Fleyriat";"IFSI - IFAS";Public;"Ministère des affaires sociales et de la santé";;"CS 90401";"900 route de Paris";1012;Bourg-en-Bresse;01053;Cedex;"04 74 45 43 83";;Ain;Lyon;Auvergne-Rhône-Alpes;84;5.207923;46.223675;;;;www.onisep.fr/http/redirection/etablissement/identifiant/19429
0271702D;;"Ecole de santé";"IFAS de la clinique Pasteur";;"Privé sous contrat";"Ministère des affaires sociales et de la santé";;;"58 boulevard Pasteur";27025;Evreux;27229;;"02 32 38 96 35";;Eure;Rouen;Normandie;28;1.1610062;49.0289049;;;;www.onisep.fr/http/redirection/etablissement/identifiant/19892
0590122M;;"Ecole de santé";"Pôle santé du Lycée Valentine Labbé";"IFSI - IFAS";Public;"Ministère des affaires sociales et de la santé";;"BP 226";"41 rue Paul Doumer";59563;"La Madeleine";59368;Cedex;"03 20 63 02 67";;Nord;Lille;Hauts-de-France;32;3.0724537;50.6471175;27/01/2018;27/01/2018;"de 8h30 à 12h30 et de 14h à 16h30";www.onisep.fr/http/redirection/etablissement/identifiant/20019
0753017X;;"Ecole de santé";"Institut de formation en soins infirmiers Saint-Louis (AP)";IFSI;Public;"Ministère des affaires sociales et de la santé";;;"1 avenue Claude Vellefaux";75010;Paris;75110;;"01 42 49 99 71";10;Paris;Paris;Ile-de-France;11;2.369781;48.872645;;;;www.onisep.fr/http/redirection/etablissement/identifiant/20288
0801773T;;"Ecole de santé";"Institut de formation d'aides-soignants";IFAS;Public;"Ministère des affaires sociales et de la santé";;;"CHU Groupe hospitalier sud - Avenue René Laënnec";80054;Amiens;80021;"Cedex 01";"03 22 45 54 98";;Somme;Amiens;Hauts-de-France;32;2.255759;49.872181;;;;www.onisep.fr/http/redirection/etablissement/identifiant/20755
0442569D;77567227229727;"Ecole de santé";"Ecole de la Croix-Rouge française IFSI 44";IFSI;"Privé sous contrat";"Ministère des affaires sociales et de la santé";;"BP 30115";"6 rue de la gare";44400;Rezé;44143;;"02 40 14 87 32";;Loire-Atlantique;Nantes;"Pays de la Loire";52;-1.5489719;47.191483;27/01/2018;27/01/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/20801
0772590X;;"Ecole de santé";"Institut supérieur d'ostéopathie de Paris";CETOHM-FI;"Privé sous contrat";;;;"12 rue de la Maison Rouge";77185;Lognes;77258;;"01 60 37 61 60";;Seine-et-Marne;Créteil;Ile-de-France;11;2.6293199;48.8333904;18/11/2017;18/11/2017;"autres portes ouvertes : 16/12, 13/01/2018, 10/02, 10/03, 7/04, 05/05, 15/06 et 07/07";www.onisep.fr/http/redirection/etablissement/identifiant/20847
0311810Z;;"Ecole de santé";"IRFSS - Croix-Rouge santé (site de Toulouse)";IRFSS;"Privé sous contrat";"Ministère des affaires sociales et de la santé";;;"71 chemin des Capelles";31300;Toulouse;31555;;"05 61 31 56 70";;Haute-Garonne;Toulouse;Occitanie;76;1.3870809;43.6052592;;;;www.onisep.fr/http/redirection/etablissement/identifiant/20925
0681954E;;"Ecole de santé";"Institut de formation des ambulanciers du Haut-Rhin";IFA;"Privé sous contrat";"Ministère des affaires sociales et de la santé";;;"1 avenue Charles de Gaulle";68390;Sausheim;68300;;"03 89 63 61 75";;Haut-Rhin;Strasbourg;Grand-Est;44;7.3794463;47.7786163;;;;www.onisep.fr/http/redirection/etablissement/identifiant/20950
0141512T;;"Ecole de santé";"UFR Santé - département d'orthophonie";;Public;;"Université de Caen Normandie";"CS 14032";"2 rue des Rochambelles";14032;Caen;14118;"Cedex 5";"02 31 56 81 14";;Calvados;Caen;Normandie;28;-0.370679;49.182863;;;;www.onisep.fr/http/redirection/etablissement/identifiant/21400
0752339K;;"Ecole de santé";"Institut de formation d'auxiliaire de puériculture - ABC Puériculture";IFAP;"Privé sous contrat";;;;"91 rue du Faubourg Saint-Martin";75010;Paris;75110;;"01 42 40 15 65";10;Paris;Paris;Ile-de-France;11;2.357889;48.872996;;;;www.onisep.fr/http/redirection/etablissement/identifiant/21807
0142330G;;"Ecole de santé";"Institut de formation d'ambulanciers";;Public;"Ministère des affaires sociales et de la santé";;"CS 30001";"CHU de Caen";14033;Caen;14118;"Cedex 9";"02 31 56 83 19";;Calvados;Caen;Normandie;28;-0.361672;49.205855;;;;www.onisep.fr/http/redirection/etablissement/identifiant/21956
0595252N;;"Ecole de santé";"Institut de formation d'aide-soignant - Centre Hospitalier de Sambre-Avesnois";IFAS;Public;"Ministère des affaires sociales et de la santé";;"BP 60249";"13 Boulevard Pasteur";59607;Maubeuge;59392;Cedex;"03 27 69 43 31";;Nord;Lille;Hauts-de-France;32;3.955481;50.2774209;14/02/2018;14/02/2018;"de 10h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/22289
0595794C;;"Ecole de santé";"Institut de formation d'aide-soignant - CHRU Lille";"IFAS CHRU Lille";Public;"Ministère des affaires sociales et de la santé";;;"2 rue du Docteur Schweitzer";59037;Lille;59350;;"03 20 44 60 75";;Nord;Lille;Hauts-de-France;32;3.0358417;50.6143613;03/02/2018;03/02/2018;"de 9h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/22306
0340136N;;"Ecole de santé";"Ecole de sages-femmes de Montpellier centre hospitalier universitaire";;Public;"Ministère des affaires sociales et de la santé";;;"1146 avenue du Père Soulas";34295;Montpellier;34172;"Cedex 05";"04 67 33 88 59";;Hérault;Montpellier;Occitanie;76;3.8552432;43.6221157;;;;www.onisep.fr/http/redirection/etablissement/identifiant/22854
0133960J;;"Ecole de santé";"Institut supérieur de rééducation psychomotrice";ISRP;"Privé reconnu";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";;;"270 bd Sainte-Marguerite";13009;Marseille;13204;;"04 91 341 341";04;Bouches-du-Rhône;Aix-Marseille;"Provence-Alpes-Côte d'Azur";93;5.4109296;43.2609139;25/11/2017;25/11/2017;;www.onisep.fr/http/redirection/etablissement/identifiant/23145
0312802C;51055539400012;"Ecole de santé";"Conservatoire Supérieur Ostéopathique - Toulouse";CSO;"Privé sous contrat";;;;"1 avenue de l'Europe";31400;Toulouse;31555;;"05 62 17 59 27";;Haute-Garonne;Toulouse;Occitanie;76;1.4770545;43.5472021;;;;www.onisep.fr/http/redirection/etablissement/identifiant/23253
0352818Y;;"Ecole de santé";"Institut d'ostéopathie";"IO Rennes";"Privé reconnu";"Ministère des affaires sociales et de la santé";;;"6 rue Blaise Pascal";35170;Bruz;35047;;"02 99 57 19 62";;Ille-et-Vilaine;Rennes;Bretagne;53;-1.744697;48.049317;09/12/2017;09/12/2017;"le 20/01/2018, le 10/02/2018, le 17/03/2018, le 14/04/2018, le 16/06/2018 ; de 9h30 à 12h et de 14h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/23599
0721664T;;"Ecole de santé";"IFAS du pôle santé Sarthe et Loir";IFAS;Public;"Ministère des affaires sociales et de la santé";;"CS 10129";"La Chasse du point du jour";72205;"La Flèche";72154;Cedex;"02 44 71 34 42";;Sarthe;Nantes;"Pays de la Loire";52;-0.0602094;47.7017319;07/02/2018;07/02/2018;"de 9h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/23605
0754779M;;"Ecole de santé";"EXCOSUP médecine - paramédical- social";;"Privé hors contrat";;;;"12 rue Hautefeuille";75006;Paris;75106;;"01 46 34 06 33";06;Paris;Paris;Ile-de-France;11;2.342494;48.8520218;03/01/2018;03/01/2018;"autres portes ouvertes les 21/02/2018, 28/02/2018, 18/04/2018 et 25/04/2018";www.onisep.fr/http/redirection/etablissement/identifiant/23913
0171610H;;"Ecole de santé";"Institut de formation des ambulanciers - AFTRAL Rochefort";"IFA - AFTRAL";"Privé hors contrat";;;;"2 avenue André Dulin";17300;Rochefort;17299;;"05 46 88 25 49";;Charente-Maritime;Poitiers;Nouvelle-Aquitaine;75;-0.9616097;45.9537484;22/02/2018;22/02/2018;"de 9h à 12h et de 13h30 à 16h30, le 19/04/2018 de 9h à 12h et de 13h30 à 16h30 et le 27/06/2018 de 9h à 12h et de 13h30 à 16h30";www.onisep.fr/http/redirection/etablissement/identifiant/24024
